WARN: Cannot extract OpenMP vendor from executable or commandline, assuming no OpenMP
SOMA benchmark version based on tag 0.5.0 gitlab.com/InnocentBug/SOMA

SOMA  Copyright (C) 2016-2017 Ludwig Schneider, Ulrich Welling, Marcel
Langenberg, Fabien Leonforte, Juan Orozco and more. This program comes with
ABSOLUTELY NO WARRANTY; see GNU Lesser General Public Licence v3 for details.
This is free software, and you are welcome to redistribute it under certain
conditions; see GNU Lesser General Public Licence v3 for details. 

 WARNING this is a crippled version of SOMA it is not to be used for ANY
scientific purpose save some very specialied benchmark tests. You may want to
use the original SOMA version, which can be found at
https://gitlab.com/InnocentBug/SOMA in the maint or master branch, or any
tagged version.

All 22 ranks use fixed seed 42.
timesteps="200"
rng-seed="42"
npoly="14000000"
gen-state-file
system is system info not available with C std 201112.
GIT version of SOMA is benchmark version based on tag 0.5.0 gitlab.com/InnocentBug/SOMA compiled on Mar 16 2023 15:23:01.
MPI version: Intel(R) MPI Library 2021.7 for Linux* OS
 3.1
INFO: At t= 0 particle_type test test passed
INFO: At t= 0 area51 violation test passed
INFO: At t= 0 area51 exact test passed
Running for 26 [s] | TPS 0.366193 | steps-to-go: 198 | ETA: Mon Mar 20 04:31:31 2023
Running for 36 [s] | TPS 0.158016 | steps-to-go: 197 | ETA: Mon Mar 20 04:43:27 2023
Running for 46 [s] | TPS 0.123081 | steps-to-go: 196 | ETA: Mon Mar 20 04:49:23 2023
Running for 56 [s] | TPS 0.110838 | steps-to-go: 195 | ETA: Mon Mar 20 04:52:20 2023
Running for 66 [s] | TPS 0.105562 | steps-to-go: 194 | ETA: Mon Mar 20 04:53:48 2023
Running for 76 [s] | TPS 0.103143 | steps-to-go: 193 | ETA: Mon Mar 20 04:54:32 2023
Running for 86 [s] | TPS 0.101944 | steps-to-go: 192 | ETA: Mon Mar 20 04:54:54 2023
Running for 96 [s] | TPS 0.101368 | steps-to-go: 191 | ETA: Mon Mar 20 04:55:05 2023
Running for 106 [s] | TPS 0.101098 | steps-to-go: 190 | ETA: Mon Mar 20 04:55:10 2023
Running for 116 [s] | TPS 0.100946 | steps-to-go: 189 | ETA: Mon Mar 20 04:55:13 2023
Running for 126 [s] | TPS 0.100855 | steps-to-go: 188 | ETA: Mon Mar 20 04:55:15 2023
Running for 145 [s] | TPS 0.100828 | steps-to-go: 186 | ETA: Mon Mar 20 04:55:14 2023
Running for 155 [s] | TPS 0.100798 | steps-to-go: 185 | ETA: Mon Mar 20 04:55:15 2023
Running for 165 [s] | TPS 0.100816 | steps-to-go: 184 | ETA: Mon Mar 20 04:55:15 2023
Running for 175 [s] | TPS 0.100825 | steps-to-go: 183 | ETA: Mon Mar 20 04:55:15 2023
Running for 185 [s] | TPS 0.100793 | steps-to-go: 182 | ETA: Mon Mar 20 04:55:15 2023
Running for 195 [s] | TPS 0.100801 | steps-to-go: 181 | ETA: Mon Mar 20 04:55:15 2023
Running for 205 [s] | TPS 0.100789 | steps-to-go: 180 | ETA: Mon Mar 20 04:55:15 2023
Running for 215 [s] | TPS 0.100796 | steps-to-go: 179 | ETA: Mon Mar 20 04:55:15 2023
Running for 225 [s] | TPS 0.100798 | steps-to-go: 178 | ETA: Mon Mar 20 04:55:15 2023
Running for 235 [s] | TPS 0.100809 | steps-to-go: 177 | ETA: Mon Mar 20 04:55:15 2023
Running for 245 [s] | TPS 0.100786 | steps-to-go: 176 | ETA: Mon Mar 20 04:55:16 2023
Running for 255 [s] | TPS 0.100777 | steps-to-go: 175 | ETA: Mon Mar 20 04:55:16 2023
Running for 274 [s] | TPS 0.100802 | steps-to-go: 173 | ETA: Mon Mar 20 04:55:15 2023
Running for 284 [s] | TPS 0.100782 | steps-to-go: 172 | ETA: Mon Mar 20 04:55:15 2023
Running for 294 [s] | TPS 0.100793 | steps-to-go: 171 | ETA: Mon Mar 20 04:55:15 2023
Running for 304 [s] | TPS 0.100778 | steps-to-go: 170 | ETA: Mon Mar 20 04:55:15 2023
Running for 314 [s] | TPS 0.10077 | steps-to-go: 169 | ETA: Mon Mar 20 04:55:16 2023
Running for 324 [s] | TPS 0.10079 | steps-to-go: 168 | ETA: Mon Mar 20 04:55:15 2023
Running for 334 [s] | TPS 0.100794 | steps-to-go: 167 | ETA: Mon Mar 20 04:55:15 2023
Running for 344 [s] | TPS 0.100783 | steps-to-go: 166 | ETA: Mon Mar 20 04:55:16 2023
Running for 354 [s] | TPS 0.100774 | steps-to-go: 165 | ETA: Mon Mar 20 04:55:16 2023
Running for 364 [s] | TPS 0.10078 | steps-to-go: 164 | ETA: Mon Mar 20 04:55:16 2023
Running for 374 [s] | TPS 0.100781 | steps-to-go: 163 | ETA: Mon Mar 20 04:55:16 2023
Running for 384 [s] | TPS 0.100762 | steps-to-go: 162 | ETA: Mon Mar 20 04:55:16 2023
Running for 403 [s] | TPS 0.100781 | steps-to-go: 160 | ETA: Mon Mar 20 04:55:15 2023
Running for 413 [s] | TPS 0.100769 | steps-to-go: 159 | ETA: Mon Mar 20 04:55:15 2023
Running for 423 [s] | TPS 0.100781 | steps-to-go: 158 | ETA: Mon Mar 20 04:55:15 2023
Running for 433 [s] | TPS 0.100769 | steps-to-go: 157 | ETA: Mon Mar 20 04:55:16 2023
Running for 443 [s] | TPS 0.100773 | steps-to-go: 156 | ETA: Mon Mar 20 04:55:16 2023
Running for 453 [s] | TPS 0.100768 | steps-to-go: 155 | ETA: Mon Mar 20 04:55:16 2023
Running for 463 [s] | TPS 0.100769 | steps-to-go: 154 | ETA: Mon Mar 20 04:55:16 2023
Running for 473 [s] | TPS 0.100779 | steps-to-go: 153 | ETA: Mon Mar 20 04:55:16 2023
Running for 483 [s] | TPS 0.100776 | steps-to-go: 152 | ETA: Mon Mar 20 04:55:16 2023
Running for 493 [s] | TPS 0.100768 | steps-to-go: 151 | ETA: Mon Mar 20 04:55:16 2023
Running for 503 [s] | TPS 0.100769 | steps-to-go: 150 | ETA: Mon Mar 20 04:55:16 2023
Running for 513 [s] | TPS 0.100783 | steps-to-go: 149 | ETA: Mon Mar 20 04:55:16 2023
Running for 532 [s] | TPS 0.100782 | steps-to-go: 147 | ETA: Mon Mar 20 04:55:15 2023
Running for 542 [s] | TPS 0.100761 | steps-to-go: 146 | ETA: Mon Mar 20 04:55:15 2023
Running for 552 [s] | TPS 0.100771 | steps-to-go: 145 | ETA: Mon Mar 20 04:55:15 2023
Running for 562 [s] | TPS 0.100795 | steps-to-go: 144 | ETA: Mon Mar 20 04:55:15 2023
Running for 572 [s] | TPS 0.100756 | steps-to-go: 143 | ETA: Mon Mar 20 04:55:16 2023
Running for 582 [s] | TPS 0.100779 | steps-to-go: 142 | ETA: Mon Mar 20 04:55:16 2023
Running for 592 [s] | TPS 0.100765 | steps-to-go: 141 | ETA: Mon Mar 20 04:55:16 2023
Running for 602 [s] | TPS 0.100768 | steps-to-go: 140 | ETA: Mon Mar 20 04:55:16 2023
Running for 612 [s] | TPS 0.100775 | steps-to-go: 139 | ETA: Mon Mar 20 04:55:16 2023
Running for 622 [s] | TPS 0.100764 | steps-to-go: 138 | ETA: Mon Mar 20 04:55:16 2023
Running for 632 [s] | TPS 0.100762 | steps-to-go: 137 | ETA: Mon Mar 20 04:55:16 2023
Running for 642 [s] | TPS 0.10076 | steps-to-go: 136 | ETA: Mon Mar 20 04:55:16 2023
Running for 661 [s] | TPS 0.10078 | steps-to-go: 134 | ETA: Mon Mar 20 04:55:15 2023
Running for 671 [s] | TPS 0.100767 | steps-to-go: 133 | ETA: Mon Mar 20 04:55:15 2023
Running for 681 [s] | TPS 0.100767 | steps-to-go: 132 | ETA: Mon Mar 20 04:55:15 2023
Running for 691 [s] | TPS 0.100763 | steps-to-go: 131 | ETA: Mon Mar 20 04:55:16 2023
Running for 701 [s] | TPS 0.100756 | steps-to-go: 130 | ETA: Mon Mar 20 04:55:16 2023
Running for 711 [s] | TPS 0.10076 | steps-to-go: 129 | ETA: Mon Mar 20 04:55:16 2023
Running for 721 [s] | TPS 0.100765 | steps-to-go: 128 | ETA: Mon Mar 20 04:55:16 2023
Running for 731 [s] | TPS 0.10077 | steps-to-go: 127 | ETA: Mon Mar 20 04:55:16 2023
Running for 741 [s] | TPS 0.100761 | steps-to-go: 126 | ETA: Mon Mar 20 04:55:16 2023
Running for 751 [s] | TPS 0.100767 | steps-to-go: 125 | ETA: Mon Mar 20 04:55:16 2023
Running for 761 [s] | TPS 0.100771 | steps-to-go: 124 | ETA: Mon Mar 20 04:55:16 2023
Running for 771 [s] | TPS 0.100766 | steps-to-go: 123 | ETA: Mon Mar 20 04:55:16 2023
Running for 790 [s] | TPS 0.100751 | steps-to-go: 121 | ETA: Mon Mar 20 04:55:15 2023
Running for 800 [s] | TPS 0.100769 | steps-to-go: 120 | ETA: Mon Mar 20 04:55:15 2023
Running for 810 [s] | TPS 0.100765 | steps-to-go: 119 | ETA: Mon Mar 20 04:55:15 2023
Running for 820 [s] | TPS 0.100774 | steps-to-go: 118 | ETA: Mon Mar 20 04:55:15 2023
Running for 830 [s] | TPS 0.100765 | steps-to-go: 117 | ETA: Mon Mar 20 04:55:16 2023
Running for 840 [s] | TPS 0.100769 | steps-to-go: 116 | ETA: Mon Mar 20 04:55:16 2023
Running for 850 [s] | TPS 0.100753 | steps-to-go: 115 | ETA: Mon Mar 20 04:55:16 2023
Running for 860 [s] | TPS 0.100761 | steps-to-go: 114 | ETA: Mon Mar 20 04:55:16 2023
Running for 870 [s] | TPS 0.100755 | steps-to-go: 113 | ETA: Mon Mar 20 04:55:16 2023
Running for 880 [s] | TPS 0.10076 | steps-to-go: 112 | ETA: Mon Mar 20 04:55:16 2023
Running for 890 [s] | TPS 0.100761 | steps-to-go: 111 | ETA: Mon Mar 20 04:55:16 2023
Running for 900 [s] | TPS 0.100764 | steps-to-go: 110 | ETA: Mon Mar 20 04:55:16 2023
Running for 910 [s] | TPS 0.100777 | steps-to-go: 109 | ETA: Mon Mar 20 04:55:16 2023
Running for 929 [s] | TPS 0.100763 | steps-to-go: 107 | ETA: Mon Mar 20 04:55:15 2023
Running for 939 [s] | TPS 0.100752 | steps-to-go: 106 | ETA: Mon Mar 20 04:55:16 2023
Running for 949 [s] | TPS 0.100754 | steps-to-go: 105 | ETA: Mon Mar 20 04:55:16 2023
Running for 959 [s] | TPS 0.100752 | steps-to-go: 104 | ETA: Mon Mar 20 04:55:16 2023
Running for 969 [s] | TPS 0.100761 | steps-to-go: 103 | ETA: Mon Mar 20 04:55:16 2023
Running for 979 [s] | TPS 0.100768 | steps-to-go: 102 | ETA: Mon Mar 20 04:55:16 2023
Running for 989 [s] | TPS 0.100754 | steps-to-go: 101 | ETA: Mon Mar 20 04:55:16 2023
Running for 999 [s] | TPS 0.100751 | steps-to-go: 100 | ETA: Mon Mar 20 04:55:16 2023
Running for 1009 [s] | TPS 0.100762 | steps-to-go: 99 | ETA: Mon Mar 20 04:55:16 2023
Running for 1019 [s] | TPS 0.100785 | steps-to-go: 98 | ETA: Mon Mar 20 04:55:16 2023
Running for 1029 [s] | TPS 0.100756 | steps-to-go: 97 | ETA: Mon Mar 20 04:55:16 2023
Running for 1039 [s] | TPS 0.100744 | steps-to-go: 96 | ETA: Mon Mar 20 04:55:16 2023
Running for 1058 [s] | TPS 0.100757 | steps-to-go: 94 | ETA: Mon Mar 20 04:55:15 2023
Running for 1068 [s] | TPS 0.100766 | steps-to-go: 93 | ETA: Mon Mar 20 04:55:15 2023
Running for 1078 [s] | TPS 0.100761 | steps-to-go: 92 | ETA: Mon Mar 20 04:55:16 2023
Running for 1088 [s] | TPS 0.100748 | steps-to-go: 91 | ETA: Mon Mar 20 04:55:16 2023
Running for 1098 [s] | TPS 0.100748 | steps-to-go: 90 | ETA: Mon Mar 20 04:55:16 2023
Running for 1108 [s] | TPS 0.100749 | steps-to-go: 89 | ETA: Mon Mar 20 04:55:16 2023
Running for 1118 [s] | TPS 0.100764 | steps-to-go: 88 | ETA: Mon Mar 20 04:55:16 2023
Running for 1128 [s] | TPS 0.100757 | steps-to-go: 87 | ETA: Mon Mar 20 04:55:16 2023
Running for 1138 [s] | TPS 0.100744 | steps-to-go: 86 | ETA: Mon Mar 20 04:55:16 2023
Running for 1148 [s] | TPS 0.100745 | steps-to-go: 85 | ETA: Mon Mar 20 04:55:16 2023
Running for 1158 [s] | TPS 0.100762 | steps-to-go: 84 | ETA: Mon Mar 20 04:55:16 2023
Running for 1168 [s] | TPS 0.100771 | steps-to-go: 83 | ETA: Mon Mar 20 04:55:16 2023
Running for 1187 [s] | TPS 0.100749 | steps-to-go: 81 | ETA: Mon Mar 20 04:55:15 2023
Running for 1197 [s] | TPS 0.100759 | steps-to-go: 80 | ETA: Mon Mar 20 04:55:15 2023
Running for 1207 [s] | TPS 0.10076 | steps-to-go: 79 | ETA: Mon Mar 20 04:55:16 2023
Running for 1217 [s] | TPS 0.100761 | steps-to-go: 78 | ETA: Mon Mar 20 04:55:16 2023
Running for 1227 [s] | TPS 0.100764 | steps-to-go: 77 | ETA: Mon Mar 20 04:55:16 2023
Running for 1237 [s] | TPS 0.100745 | steps-to-go: 76 | ETA: Mon Mar 20 04:55:16 2023
Running for 1247 [s] | TPS 0.100771 | steps-to-go: 75 | ETA: Mon Mar 20 04:55:16 2023
Running for 1257 [s] | TPS 0.100758 | steps-to-go: 74 | ETA: Mon Mar 20 04:55:16 2023
Running for 1267 [s] | TPS 0.100754 | steps-to-go: 73 | ETA: Mon Mar 20 04:55:16 2023
Running for 1277 [s] | TPS 0.100748 | steps-to-go: 72 | ETA: Mon Mar 20 04:55:16 2023
Running for 1287 [s] | TPS 0.100759 | steps-to-go: 71 | ETA: Mon Mar 20 04:55:16 2023
Running for 1297 [s] | TPS 0.10077 | steps-to-go: 70 | ETA: Mon Mar 20 04:55:16 2023
Running for 1316 [s] | TPS 0.100769 | steps-to-go: 68 | ETA: Mon Mar 20 04:55:15 2023
Running for 1326 [s] | TPS 0.10075 | steps-to-go: 67 | ETA: Mon Mar 20 04:55:16 2023
Running for 1336 [s] | TPS 0.100754 | steps-to-go: 66 | ETA: Mon Mar 20 04:55:16 2023
Running for 1346 [s] | TPS 0.100756 | steps-to-go: 65 | ETA: Mon Mar 20 04:55:16 2023
Running for 1356 [s] | TPS 0.100754 | steps-to-go: 64 | ETA: Mon Mar 20 04:55:16 2023
Running for 1366 [s] | TPS 0.100771 | steps-to-go: 63 | ETA: Mon Mar 20 04:55:16 2023
Running for 1376 [s] | TPS 0.100776 | steps-to-go: 62 | ETA: Mon Mar 20 04:55:16 2023
Running for 1386 [s] | TPS 0.100748 | steps-to-go: 61 | ETA: Mon Mar 20 04:55:16 2023
Running for 1396 [s] | TPS 0.100752 | steps-to-go: 60 | ETA: Mon Mar 20 04:55:16 2023
Running for 1406 [s] | TPS 0.100759 | steps-to-go: 59 | ETA: Mon Mar 20 04:55:16 2023
Running for 1416 [s] | TPS 0.100757 | steps-to-go: 58 | ETA: Mon Mar 20 04:55:16 2023
Running for 1426 [s] | TPS 0.100753 | steps-to-go: 57 | ETA: Mon Mar 20 04:55:16 2023
Running for 1436 [s] | TPS 0.100772 | steps-to-go: 56 | ETA: Mon Mar 20 04:55:16 2023
Running for 1455 [s] | TPS 0.10074 | steps-to-go: 54 | ETA: Mon Mar 20 04:55:16 2023
Running for 1465 [s] | TPS 0.10075 | steps-to-go: 53 | ETA: Mon Mar 20 04:55:16 2023
Running for 1475 [s] | TPS 0.100741 | steps-to-go: 52 | ETA: Mon Mar 20 04:55:16 2023
Running for 1485 [s] | TPS 0.100741 | steps-to-go: 51 | ETA: Mon Mar 20 04:55:16 2023
Running for 1495 [s] | TPS 0.100751 | steps-to-go: 50 | ETA: Mon Mar 20 04:55:16 2023
Running for 1505 [s] | TPS 0.100752 | steps-to-go: 49 | ETA: Mon Mar 20 04:55:16 2023
Running for 1515 [s] | TPS 0.100748 | steps-to-go: 48 | ETA: Mon Mar 20 04:55:16 2023
Running for 1525 [s] | TPS 0.100765 | steps-to-go: 47 | ETA: Mon Mar 20 04:55:16 2023
Running for 1535 [s] | TPS 0.100769 | steps-to-go: 46 | ETA: Mon Mar 20 04:55:16 2023
Running for 1545 [s] | TPS 0.100756 | steps-to-go: 45 | ETA: Mon Mar 20 04:55:16 2023
Running for 1555 [s] | TPS 0.100758 | steps-to-go: 44 | ETA: Mon Mar 20 04:55:16 2023
Running for 1565 [s] | TPS 0.100756 | steps-to-go: 43 | ETA: Mon Mar 20 04:55:16 2023
Running for 1584 [s] | TPS 0.100762 | steps-to-go: 41 | ETA: Mon Mar 20 04:55:15 2023
