WARN: Cannot extract OpenMP vendor from executable or commandline, assuming no OpenMP
SOMA benchmark version based on tag 0.5.0 gitlab.com/InnocentBug/SOMA

SOMA  Copyright (C) 2016-2017 Ludwig Schneider, Ulrich Welling, Marcel
Langenberg, Fabien Leonforte, Juan Orozco and more. This program comes with
ABSOLUTELY NO WARRANTY; see GNU Lesser General Public Licence v3 for details.
This is free software, and you are welcome to redistribute it under certain
conditions; see GNU Lesser General Public Licence v3 for details. 

 WARNING this is a crippled version of SOMA it is not to be used for ANY
scientific purpose save some very specialied benchmark tests. You may want to
use the original SOMA version, which can be found at
https://gitlab.com/InnocentBug/SOMA in the maint or master branch, or any
tagged version.

All 3 ranks use fixed seed 42.
timesteps="200"
rng-seed="42"
npoly="14000000"
gen-state-file
system is system info not available with C std 201112.
GIT version of SOMA is benchmark version based on tag 0.5.0 gitlab.com/InnocentBug/SOMA compiled on Mar 16 2023 15:23:01.
MPI version: Intel(R) MPI Library 2021.7 for Linux* OS
 3.1
INFO: At t= 0 particle_type test test passed
INFO: At t= 0 area51 violation test passed
INFO: At t= 0 area51 exact test passed
Running for 171 [s] | TPS 0.0580185 | steps-to-go: 198 | ETA: Fri Mar 17 09:15:20 2023
Running for 238 [s] | TPS 0.0234799 | steps-to-go: 197 | ETA: Fri Mar 17 10:39:25 2023
Running for 306 [s] | TPS 0.018093 | steps-to-go: 196 | ETA: Fri Mar 17 11:21:15 2023
Running for 374 [s] | TPS 0.016231 | steps-to-go: 195 | ETA: Fri Mar 17 11:42:05 2023
Running for 442 [s] | TPS 0.0154366 | steps-to-go: 194 | ETA: Fri Mar 17 11:52:26 2023
Running for 510 [s] | TPS 0.0150675 | steps-to-go: 193 | ETA: Fri Mar 17 11:57:36 2023
Running for 578 [s] | TPS 0.0148889 | steps-to-go: 192 | ETA: Fri Mar 17 12:00:10 2023
Running for 646 [s] | TPS 0.014802 | steps-to-go: 191 | ETA: Fri Mar 17 12:01:26 2023
Running for 714 [s] | TPS 0.0147589 | steps-to-go: 190 | ETA: Fri Mar 17 12:02:04 2023
Running for 782 [s] | TPS 0.014737 | steps-to-go: 189 | ETA: Fri Mar 17 12:02:23 2023
Running for 850 [s] | TPS 0.0147261 | steps-to-go: 188 | ETA: Fri Mar 17 12:02:33 2023
Running for 918 [s] | TPS 0.0147204 | steps-to-go: 187 | ETA: Fri Mar 17 12:02:38 2023
Running for 986 [s] | TPS 0.0147177 | steps-to-go: 186 | ETA: Fri Mar 17 12:02:40 2023
Running for 1054 [s] | TPS 0.014717 | steps-to-go: 185 | ETA: Fri Mar 17 12:02:41 2023
Running for 1122 [s] | TPS 0.0147165 | steps-to-go: 184 | ETA: Fri Mar 17 12:02:41 2023
Running for 1190 [s] | TPS 0.0147158 | steps-to-go: 183 | ETA: Fri Mar 17 12:02:42 2023
Running for 1258 [s] | TPS 0.0147153 | steps-to-go: 182 | ETA: Fri Mar 17 12:02:43 2023
Running for 1326 [s] | TPS 0.0147152 | steps-to-go: 181 | ETA: Fri Mar 17 12:02:43 2023
Running for 1394 [s] | TPS 0.0147149 | steps-to-go: 180 | ETA: Fri Mar 17 12:02:43 2023
Running for 1462 [s] | TPS 0.0147141 | steps-to-go: 179 | ETA: Fri Mar 17 12:02:44 2023
Running for 1530 [s] | TPS 0.014714 | steps-to-go: 178 | ETA: Fri Mar 17 12:02:44 2023
Running for 1598 [s] | TPS 0.014714 | steps-to-go: 177 | ETA: Fri Mar 17 12:02:44 2023
Running for 1666 [s] | TPS 0.0147138 | steps-to-go: 176 | ETA: Fri Mar 17 12:02:44 2023
Running for 1734 [s] | TPS 0.0147137 | steps-to-go: 175 | ETA: Fri Mar 17 12:02:44 2023
Running for 1801 [s] | TPS 0.0147135 | steps-to-go: 174 | ETA: Fri Mar 17 12:02:43 2023
Running for 1869 [s] | TPS 0.0147133 | steps-to-go: 173 | ETA: Fri Mar 17 12:02:44 2023
Running for 1937 [s] | TPS 0.0147135 | steps-to-go: 172 | ETA: Fri Mar 17 12:02:43 2023
Running for 2005 [s] | TPS 0.0147136 | steps-to-go: 171 | ETA: Fri Mar 17 12:02:43 2023
